,ID,Marking,Finishing,Aggression,GKPositioning,BallControl,SprintSpeed,GKDiving,Jumping,Penalties,Stamina,StandingTackle,Agility,HeadingAccuracy,Reactions,LongPassing,Strength,ShotPower,Vision,GKHandling,Age,Dribbling,Name,Volleys,LongShots,Positioning,SlidingTackle,Interceptions,Acceleration,Balance,ShortPassing,Composure,Crossing,GKKicking,Overall,GKReflexes,Curve
7550,235561,11,73,34,11,64,71,14,66,64,62,18,62,61,65,28,66,63,57,11,27,65,Kévin Fortuné,52,62,67,17,18,78,61,62,61,28,6,67,13,54
7551,235507,17,63,48,5,71,82,8,70,58,66,15,83,55,61,39,54,71,60,9,21,74,Iban Salvador,56,66,68,15,22,85,81,61,54,64,7,67,7,55
7552,235499,62,24,68,8,54,57,7,76,34,67,71,52,73,62,57,90,34,33,12,27,39,Djamel Eddine Benlamri,23,27,36,60,63,59,59,63,42,45,9,69,14,25
7557,235236,37,67,58,8,68,67,10,45,47,64,41,68,55,60,60,71,69,65,6,25,72,Issam Jebali,58,65,66,28,41,65,59,66,68,53,9,67,7,57
7558,235164,48,58,61,12,68,66,11,48,61,71,60,59,46,68,61,67,69,68,13,28,62,Luca Mora,72,70,60,44,51,63,72,72,65,70,13,67,14,59
7559,235093,63,45,57,11,58,70,11,57,46,62,69,63,59,66,47,42,60,36,10,21,62,Fran Rodríguez,29,33,67,70,69,71,67,62,47,62,9,67,10,41
7562,234987,57,66,47,10,67,75,10,56,59,70,52,71,55,65,64,59,64,64,8,19,66,Athanasios Androutsos,64,62,56,51,55,78,68,67,74,60,11,67,13,63
7564,234933,67,25,72,12,40,63,14,83,32,62,69,55,63,58,56,68,38,30,9,25,31,Aleksandar Sedlar,25,26,25,68,66,64,65,61,58,33,12,67,5,24
7569,234612,21,61,65,8,67,84,9,41,65,48,36,80,39,65,41,55,72,57,8,18,74,Jonathan Ikoné,49,53,72,36,25,87,75,56,60,55,13,67,14,55
7570,234514,65,28,66,13,54,71,6,56,33,71,68,55,61,61,62,73,58,51,13,26,58,Oualid El Hajjam,27,56,44,67,65,68,65,65,58,66,11,67,8,47
7571,234462,8,5,21,69,19,22,70,44,19,20,13,37,10,49,27,68,17,31,65,33,14,Haydar Yılmaz,5,8,5,13,12,31,37,15,29,13,59,67,72,13
7573,234283,24,63,59,12,66,76,12,71,50,70,28,84,35,63,56,41,71,52,14,25,70,Simon Skarlatidis,59,65,61,21,18,84,88,66,55,66,9,67,6,72
7574,234281,25,60,38,11,69,77,11,72,69,68,28,88,44,57,63,60,79,55,10,25,76,Mario Kvesić,60,67,61,22,28,87,80,66,54,64,7,67,6,78
7575,234231,66,29,65,10,51,73,6,79,43,60,67,68,69,55,55,78,45,37,12,22,45,Mohamed Djetei,35,35,33,68,63,71,66,59,48,32,7,67,9,54
7576,234172,64,47,68,14,61,85,11,51,44,81,66,58,54,66,54,80,64,32,7,22,62,Barnabás Bese,26,58,63,61,56,78,57,65,56,64,9,67,15,32
7577,234032,65,24,71,6,64,64,8,73,33,58,62,64,70,64,58,56,46,31,14,20,47,Lluis López,29,18,48,72,71,65,54,62,42,46,8,67,12,32
7579,234029,38,70,56,13,66,67,8,70,61,62,33,41,71,44,45,71,74,43,7,25,64,Jonaldo Santoso,67,60,72,42,39,51,51,58,75,49,9,67,11,46
7583,233738,52,39,70,10,67,54,6,68,51,63,68,53,42,69,76,66,58,63,8,20,54,Zubeldia,47,62,48,56,71,55,48,73,45,57,9,67,13,62
7584,233731,18,68,41,7,69,77,7,67,54,67,20,78,65,59,40,55,62,64,6,17,67,Alexander Isak,62,57,70,15,24,80,56,58,61,51,9,67,11,40
7585,233556,21,62,44,6,70,76,11,47,56,69,26,72,52,61,51,58,64,64,11,20,70,Riccardo Orsolini,52,58,63,24,25,82,65,67,45,62,14,67,12,66
7586,233457,65,45,71,10,63,86,5,45,41,68,65,78,44,64,58,63,48,59,12,23,65,Jang Ho Ik,33,45,58,64,59,85,65,65,59,64,9,67,12,38
7587,233301,58,51,70,6,69,77,10,70,45,77,65,66,68,61,61,73,58,53,9,19,64,Rasmus Nissen Kristensen,43,33,66,63,59,76,69,66,64,68,9,67,10,63
7588,233282,18,15,32,64,14,25,70,64,14,42,11,48,13,56,30,56,25,55,65,23,11,Yoon Bo Sang,14,19,18,13,27,32,50,18,23,15,68,67,72,15
7589,233265,22,71,42,13,71,73,8,70,66,56,21,70,68,60,48,72,71,70,13,20,68,Rémi Oudin,58,65,62,15,17,68,55,62,60,74,11,67,6,77
7590,233226,69,23,70,5,52,82,10,82,35,69,67,60,58,60,46,74,56,25,6,23,48,Tatsuki Nara,38,46,21,61,63,84,60,59,57,32,6,67,14,35
7593,233145,28,54,35,9,70,71,12,52,54,82,32,88,40,68,48,55,66,58,10,28,71,Kentaro Moriya,58,66,62,35,25,71,79,65,60,63,10,67,8,61
7595,233097,68,20,63,7,60,72,14,72,48,65,65,55,62,62,65,77,29,56,14,18,44,Rick van Drongelen,35,21,22,65,64,65,57,65,58,38,8,67,11,44
7596,233074,60,59,73,12,68,49,6,56,61,60,67,55,58,62,73,71,56,70,6,24,61,Borja Domínguez,49,71,64,62,61,48,49,74,65,60,13,68,12,74
7597,232853,59,64,59,14,74,62,11,79,54,64,62,80,55,65,63,49,58,67,12,27,67,Hiroki Kawano,55,61,70,60,66,66,87,61,60,58,14,67,5,52
7600,232730,33,57,48,6,68,79,6,58,53,66,40,84,48,64,55,70,44,66,10,20,70,Daichi Kamada,38,51,58,41,28,83,64,65,60,60,11,67,11,56
7601,232698,45,60,49,7,68,69,14,67,59,70,59,70,35,66,63,44,68,67,7,31,64,Matías Garrido,52,68,61,53,56,69,75,69,64,68,5,67,8,65
7602,232665,62,44,70,15,72,63,7,60,50,60,63,61,60,63,70,63,56,59,13,21,69,Mauro Arambarri,43,49,57,62,61,61,72,75,54,59,13,67,7,50
7606,232582,70,28,67,6,40,52,10,75,30,54,65,42,68,65,42,82,57,20,6,32,31,Walter Andrade,20,22,24,60,64,50,48,51,62,24,9,67,13,20
7609,232381,13,64,70,8,67,72,12,61,60,54,21,48,68,57,34,90,78,57,13,20,61,Wesley,56,60,60,15,21,67,38,63,68,41,14,67,6,43
7611,232294,40,65,39,13,67,73,5,56,64,57,32,71,43,62,63,58,62,65,8,25,69,Ryota Morioka,46,51,61,34,25,71,70,71,59,52,6,67,6,48
7612,232289,63,48,74,9,52,73,9,83,39,65,64,69,73,58,57,72,70,41,14,28,32,Josete,47,36,33,70,61,75,59,65,55,58,10,67,10,41
7614,232191,17,18,16,64,18,23,68,41,16,26,10,36,13,56,15,64,20,55,68,27,11,Lee Ho Seung,17,16,18,12,21,33,35,25,31,10,62,67,68,12
7615,232166,46,59,69,14,68,77,14,64,68,69,43,61,67,63,58,64,68,64,10,23,65,Fabian Herbers,48,55,63,42,53,76,60,64,64,66,9,67,9,60
7617,231972,18,63,59,10,66,77,12,59,69,73,20,69,64,65,46,61,68,58,12,26,64,Masato Kudo,57,63,67,19,18,76,68,60,64,53,6,67,7,39
7618,231942,52,63,55,13,65,79,11,58,40,65,47,64,51,59,64,57,64,66,10,20,65,Han Chan Hee,36,61,65,48,35,63,48,72,50,53,7,67,14,44
7620,231873,28,61,59,9,70,59,10,58,47,56,37,64,45,61,65,40,40,64,12,18,70,Joni Montiel,30,63,68,39,38,65,70,70,39,39,10,67,6,41
7621,231777,44,60,40,11,71,82,11,53,55,70,40,84,50,61,67,40,68,71,12,17,75,Abdülkadir Ömür,57,64,63,35,35,82,90,67,63,64,13,66,10,81
7629,172516,65,54,82,12,67,62,5,62,42,82,66,70,67,63,68,68,66,66,14,30,60,Martin Spelmann,47,60,60,68,67,68,76,67,72,63,6,67,13,65
7630,230869,11,14,27,61,16,48,70,58,24,45,18,32,18,63,21,73,17,14,69,19,12,Unai Simón,17,13,14,12,26,46,47,29,26,16,62,67,68,20
7631,230800,18,65,43,8,69,67,7,64,66,59,14,54,64,68,39,74,66,49,10,20,63,Rey Manaj,62,50,69,21,12,66,78,57,53,41,8,67,14,42
7639,229218,33,61,44,11,71,73,15,61,67,66,33,72,41,71,51,71,63,61,8,33,77,Pedrildo Rocha,64,62,66,32,43,71,74,56,67,68,18,67,7,65
7640,230467,21,60,60,12,65,59,19,57,53,63,22,58,58,62,55,62,58,70,11,25,72,Melvin Regalito,63,60,70,29,25,73,51,64,57,60,11,67,12,61
7641,230450,48,58,40,8,71,73,7,59,63,59,51,63,63,61,56,52,53,70,16,29,65,Breno Laranjeiro,61,52,62,38,51,68,61,70,64,68,7,67,14,67
7642,230447,75,34,67,18,45,52,16,72,55,64,71,56,45,68,54,68,52,62,14,25,33,Nazario Serpe,22,40,24,71,75,58,68,70,63,55,15,67,15,26
7646,230413,71,40,57,8,51,56,12,62,47,58,68,59,69,60,54,76,59,49,15,25,56,Mauriçio Clerez,44,47,48,66,59,64,55,65,61,58,16,67,8,53
7656,230288,33,77,50,9,73,82,10,61,63,72,37,74,46,63,49,53,50,52,8,25,74,Gustavo Pastinho,67,73,71,35,41,84,71,50,41,68,12,67,12,45
7660,230262,35,50,40,11,75,71,7,58,71,60,22,62,56,69,76,74,71,51,11,25,72,Nuno Cedrim,59,46,72,23,45,72,75,73,59,72,12,67,8,83
7663,230221,63,40,73,8,56,71,8,77,46,50,70,53,67,71,30,55,50,56,9,33,64,Kauã Zanson,44,50,42,72,69,63,61,43,72,57,11,67,10,72
7665,230205,58,44,69,9,73,61,9,63,76,72,60,81,72,49,65,71,66,52,11,33,65,Nosberto Vila,58,67,48,68,75,59,62,69,57,71,13,67,8,54
7667,230167,31,34,42,64,24,70,66,46,41,73,35,74,50,60,44,75,32,61,68,29,28,Mateus Tangil,32,31,32,33,36,46,49,43,35,35,63,67,72,31
7668,230166,22,25,47,64,45,35,65,67,40,58,15,61,25,55,45,64,35,48,63,29,22,Fepe Avedo,22,38,32,18,32,74,50,41,51,35,61,67,77,17
7669,230150,20,70,61,10,73,79,9,60,64,51,34,78,46,62,51,39,73,51,14,24,74,Luís Machado,58,45,67,31,25,78,90,56,59,62,5,67,5,54
7676,229803,62,39,74,10,66,71,13,69,32,78,65,76,49,64,59,66,53,59,13,22,61,Emanuel Taffertshofer,38,46,49,67,72,68,79,66,64,47,6,67,8,41
7679,229543,62,54,68,14,64,77,7,70,38,69,67,65,65,61,61,73,58,51,15,23,66,David Kiki,44,42,52,63,64,73,64,66,58,66,13,67,11,50
7680,229522,58,41,67,7,72,66,9,55,58,63,65,59,61,71,66,70,73,61,15,21,68,Francisco Ramos,47,53,65,61,65,62,62,70,69,47,6,67,8,67
7681,229509,30,58,42,11,67,69,8,60,66,81,44,67,54,71,63,46,67,67,8,31,68,Michael Perlak,43,54,65,46,44,73,86,67,59,61,10,67,7,49
7684,229456,62,29,63,13,62,72,7,63,43,68,72,64,50,61,49,55,43,40,5,20,60,Lorenzo Dickmann,45,45,53,74,65,73,67,58,36,62,5,67,9,37
7685,229416,65,38,66,13,57,68,7,66,46,89,70,65,63,58,59,70,72,45,7,30,50,Morillas,37,37,44,68,63,71,64,58,71,64,7,67,10,67
7688,229248,63,53,66,9,68,67,6,56,74,73,69,68,64,70,64,68,73,59,6,23,65,Alan Schons,56,67,62,64,67,65,60,71,65,62,14,67,10,64
7689,229171,45,60,54,10,66,90,10,60,55,67,46,78,43,62,54,52,67,57,7,22,68,Kenny Prince Redondo,54,58,61,47,40,89,70,65,50,59,10,67,9,52
7694,229041,66,19,72,13,60,64,15,75,43,73,67,56,69,66,58,79,43,62,9,27,50,Medhi Jean Tahrat,28,21,29,65,66,65,41,65,60,28,6,67,10,28
7695,228897,66,46,58,7,61,79,10,81,43,70,66,56,60,59,59,59,55,49,9,27,62,Mickaël Alphonse,32,55,52,66,65,77,63,64,55,67,8,67,7,31
7696,228595,59,45,72,10,64,64,8,61,46,74,68,67,56,66,65,65,59,64,14,22,61,Grischa Prömel,39,50,57,67,65,65,65,70,64,57,7,67,6,43
7697,228568,39,62,50,10,66,87,8,77,50,68,42,81,58,65,55,68,74,60,16,20,73,Patrick Joosten,64,66,58,38,41,79,70,64,45,60,15,67,11,71
7699,228413,8,16,24,60,18,49,72,65,22,25,10,53,19,51,19,55,23,30,64,20,19,Emil Audero,18,19,9,10,11,55,51,29,45,13,60,67,76,12
7700,228348,64,57,65,8,62,84,13,71,52,74,65,77,62,61,53,71,78,56,7,23,67,Fayçal Rherras,54,58,58,65,62,79,63,57,63,65,12,67,9,53
7704,228174,67,17,58,16,56,72,13,74,38,65,69,56,61,61,46,80,36,41,6,19,44,Cameron Carter-Vickers,26,16,27,66,61,62,60,59,56,33,8,67,10,27
7705,228092,51,38,66,8,68,74,14,63,46,75,67,64,61,61,67,82,62,66,9,19,67,Sander Berge,48,51,59,55,67,78,65,70,71,49,10,67,10,51
7709,227604,18,65,37,14,65,67,11,67,55,59,21,55,65,64,42,83,71,54,13,21,62,Felix Platte,65,57,63,17,22,65,53,60,57,35,14,67,15,64
7710,227537,20,72,67,8,64,41,16,61,63,64,18,30,72,68,23,92,72,41,15,26,55,Henk Veerman,46,47,74,21,27,32,28,56,65,24,8,67,11,29
7711,227394,30,69,53,13,59,63,14,78,65,69,32,64,78,55,51,78,76,56,6,24,49,Carlos González,49,66,66,23,28,63,69,57,49,39,13,67,7,28
7712,227163,14,16,19,58,21,44,71,55,23,23,11,39,16,58,23,66,16,31,68,31,20,Pablo Mina,16,13,16,11,19,41,57,27,22,17,62,67,72,16
7713,227153,54,48,63,12,65,85,13,71,46,78,65,78,58,66,64,58,45,62,11,24,63,Cristian Borja,31,52,58,62,59,90,68,59,45,66,15,67,6,46
7715,226793,59,48,78,14,66,68,15,61,39,92,58,56,56,64,67,75,49,50,10,23,67,Matt Polster,34,49,33,54,69,55,59,69,62,47,11,67,10,53
7719,226506,63,50,70,12,64,57,12,70,54,77,64,57,58,68,63,85,58,58,15,23,61,Karol Mets,30,57,55,61,68,62,70,69,63,55,14,67,6,64
7721,226403,13,12,19,70,14,50,68,61,22,36,12,54,17,68,21,72,19,29,65,35,15,Federico Crivelli,11,16,13,14,25,48,53,18,40,13,70,67,57,14
7723,226249,58,45,69,14,68,76,10,71,40,92,63,73,48,74,60,62,75,54,12,20,66,Moses Odjer,36,68,67,64,72,78,84,67,39,36,8,67,10,35
7725,226203,64,57,68,9,65,81,9,70,48,72,64,78,46,68,65,64,59,67,9,25,69,Joevin Jones,38,35,67,66,57,82,75,72,57,62,15,67,7,58
7727,226162,66,64,59,7,66,71,11,49,49,58,59,73,66,59,72,58,48,63,10,20,66,Emiliano Buendía,49,64,62,49,59,72,75,74,49,70,13,68,9,72
7728,226110,19,54,30,6,77,82,11,63,49,54,11,89,37,74,41,53,57,44,14,21,77,Nicolas Pépé,39,46,73,13,25,85,75,49,54,46,11,67,8,64
7732,225926,18,68,45,14,64,75,10,53,61,60,21,72,51,61,52,57,62,66,10,24,74,Pere Milla,59,54,67,23,32,78,68,59,57,65,14,67,14,56
7733,225875,57,62,77,16,65,79,10,77,48,85,65,83,42,65,52,60,59,59,13,24,69,Niklas Kreuzer,60,55,63,66,58,78,76,64,48,65,15,67,10,71
7736,225541,22,65,68,7,66,79,6,66,72,65,23,64,67,59,42,76,59,50,14,22,64,Aboubakar Kamara,52,55,72,21,13,75,69,59,57,33,12,67,11,45
7737,225533,25,68,58,6,63,78,13,52,64,62,36,71,70,63,31,81,61,61,10,21,70,Chris Bedia,49,56,58,27,32,74,51,57,54,33,9,67,11,31
7738,225476,61,29,60,15,66,74,15,58,36,68,64,70,57,63,57,38,38,43,10,20,68,Cheick Keita,24,24,44,66,67,73,85,64,41,68,10,67,8,31
7739,225261,43,40,66,6,71,60,12,61,57,59,64,67,60,59,70,56,59,67,10,20,66,Sergio Gil,47,47,62,60,58,63,68,73,60,59,14,67,14,55
7741,225024,65,37,63,8,67,81,13,57,40,74,71,65,62,65,57,73,51,45,12,20,65,Mason Holgate,40,42,50,70,56,78,57,68,69,40,9,67,16,39
7742,224977,21,17,16,68,19,46,69,56,24,17,18,36,13,50,27,57,19,35,69,23,17,Alessandro Micai,19,15,12,17,18,48,57,26,31,20,62,67,69,17
7744,224885,66,30,60,8,66,74,9,62,36,67,66,75,52,63,61,59,53,64,7,26,68,Guilherme Sityá,28,29,47,64,62,76,71,65,58,68,11,67,7,60
7747,224538,29,54,66,11,71,67,14,67,46,68,33,75,40,71,61,44,74,62,9,22,68,Pedro Nuno,55,62,60,28,52,68,69,67,58,66,8,67,15,63
7749,224315,14,40,30,11,69,76,7,34,55,72,18,72,32,69,65,57,64,68,7,23,68,Luca Paganini,40,65,63,14,25,72,70,68,50,63,10,67,7,54
7750,224314,58,45,56,13,70,54,15,48,41,74,65,73,52,61,70,50,52,62,11,24,64,Mirko Gori,42,57,65,58,68,69,72,69,34,47,11,67,5,49
7753,224150,56,51,73,11,68,67,12,48,59,72,61,65,47,61,72,72,64,64,10,23,64,Javier Salas,54,55,57,58,64,67,67,72,56,58,16,67,11,54
7754,224149,23,63,31,14,70,73,10,75,43,62,23,84,62,62,53,64,65,65,12,21,70,Rubio Rubin,62,58,70,16,35,77,72,70,52,42,12,67,15,57
7756,224144,42,51,51,6,68,86,11,67,52,53,51,81,39,58,60,46,54,59,12,26,71,Diego Aguirre,36,45,62,49,49,80,84,65,63,67,8,67,6,61
7758,224104,62,56,69,15,62,73,11,67,51,75,63,68,55,63,48,65,55,52,10,27,64,Damián Martínez,35,59,53,67,64,76,71,63,68,68,11,67,10,50
7760,223957,16,10,23,62,20,46,67,54,27,29,15,37,15,64,14,72,19,30,68,22,7,Lucas Pirard,13,14,16,12,19,43,52,17,27,10,63,67,71,14
7761,223929,13,70,47,12,71,76,14,74,63,33,22,69,59,57,44,66,74,42,15,19,67,Aaron Leya Iseka,59,66,59,19,12,77,66,64,70,54,9,67,15,52
7762,223926,44,53,47,7,72,75,8,79,49,62,49,72,54,60,64,44,55,60,7,20,74,Samuel Bastien,53,57,57,48,54,78,77,67,64,57,9,67,8,56
7763,223877,62,36,55,9,69,73,14,64,49,71,67,64,65,59,47,66,35,58,13,21,63,Darnell Furlong,30,30,57,69,62,69,68,56,55,65,11,67,8,42
7765,223819,39,66,43,15,73,73,13,64,66,61,52,80,59,64,71,42,61,58,10,23,70,Juan Cámara,56,68,62,48,52,76,68,70,57,69,13,67,7,73
7768,223790,27,63,53,16,64,92,6,70,64,72,32,71,42,64,52,70,74,54,14,22,71,Sheraldo Becker,57,63,60,33,31,89,73,60,47,61,15,67,13,62
7769,223759,54,64,44,6,73,65,14,65,63,60,48,69,48,64,70,54,63,65,7,23,71,Vladlen Yurchenko,50,50,59,51,57,67,70,73,70,64,14,67,7,61
7770,223724,64,50,78,8,62,78,10,59,45,76,67,66,56,66,59,59,69,53,14,24,62,Stefan Lainer,51,65,56,66,61,76,73,62,61,65,7,67,7,55
7772,223615,60,35,70,11,63,78,12,64,62,78,68,62,57,69,53,62,60,45,13,29,61,Christian Chimino,34,53,49,65,64,76,66,60,52,61,15,67,6,58
7773,223607,63,33,58,15,62,75,12,67,48,67,65,56,59,62,47,66,29,39,6,24,61,Luis Ruiz,38,31,56,73,68,71,65,56,44,63,6,67,15,36
7774,223551,31,66,46,8,64,73,7,71,69,75,23,71,61,66,46,78,61,57,13,28,62,Lee Gregory,63,61,73,29,21,72,58,49,61,43,15,67,15,56
7776,223438,15,14,26,67,26,43,67,56,33,28,21,46,15,64,14,60,26,12,64,33,19,Thomas Renault,18,15,19,17,27,45,60,30,27,20,62,67,69,17
7777,223422,65,40,66,10,53,66,6,74,40,57,67,43,63,51,45,78,42,32,9,30,40,Emanuel Loeschbor,28,39,26,67,67,61,64,56,53,32,14,67,12,32
7778,223334,32,60,63,13,67,79,9,73,64,74,35,75,67,64,56,85,58,62,13,20,70,Joelinton,64,53,69,38,45,79,77,65,64,44,8,67,13,52
7779,223320,63,59,79,15,66,82,7,57,55,80,64,83,57,63,46,58,71,54,13,29,69,Cenk Ahmet Alkılıç,48,58,72,71,51,84,76,61,71,64,12,67,13,47
7781,223284,64,34,71,12,59,71,11,67,43,73,69,69,67,72,57,69,51,43,14,28,52,Pablo Martinez,39,52,29,67,58,71,64,62,52,65,15,67,16,42
7783,223135,65,38,66,14,60,54,14,59,44,69,68,63,70,65,58,79,75,38,14,26,58,Mustafa Akbaş,33,66,48,65,63,55,50,60,65,63,12,67,7,58
7784,223113,17,65,33,6,66,75,10,74,64,75,14,71,64,54,35,73,70,51,15,21,62,Krzysztof Piątek,43,65,74,21,17,73,70,60,62,51,10,67,13,47
7786,223056,48,58,57,12,70,66,8,54,58,65,54,71,52,57,59,53,62,65,14,21,75,Álvaro Bustos,38,66,60,51,56,68,78,66,60,73,14,67,7,66
7789,222519,44,63,58,9,66,74,8,69,60,70,54,74,51,61,60,63,80,66,15,27,68,Alexander Stølås,55,68,56,52,56,70,65,64,47,67,8,67,9,68
7790,222515,22,55,34,15,69,80,13,41,51,59,30,74,33,57,62,58,51,64,10,24,69,Zinedine Ferhat,36,34,60,27,19,77,65,69,49,67,14,67,8,58
7792,222352,19,66,29,12,66,82,13,80,56,64,19,66,66,65,41,80,63,61,9,20,65,Albian Ajeti,65,56,69,17,16,76,62,45,74,57,6,67,16,46
7793,222215,48,55,62,7,63,84,14,61,56,86,53,83,44,60,61,61,71,60,10,22,67,Petter Strand,59,64,58,51,56,87,70,64,62,63,9,67,10,66
7795,222163,25,62,33,8,66,83,10,50,56,73,29,85,53,54,60,46,66,58,14,28,68,Róbert Pich,58,70,68,29,17,77,79,66,61,59,7,67,7,53
7798,221890,70,52,75,11,72,68,11,57,51,69,71,70,76,57,67,76,67,64,11,22,63,Jay Fulton,45,50,57,73,66,69,64,73,67,54,8,67,7,49
7801,221711,66,21,65,8,63,84,9,64,38,69,68,73,56,57,55,64,56,41,11,25,64,Chris Duvall,38,36,61,66,64,82,72,63,54,59,8,67,8,54
7802,221709,44,60,68,7,73,72,15,55,58,67,31,82,52,58,59,43,62,59,14,21,71,Tommy Thompson,57,57,62,24,50,77,71,66,60,48,6,67,13,70
7803,221661,16,58,44,5,77,69,6,55,54,69,16,79,39,56,57,33,62,62,4,20,76,Guido Vadalá,58,58,54,20,20,79,79,65,54,62,3,67,5,78
7804,221651,35,62,42,14,68,73,15,60,49,78,36,76,41,67,61,56,60,64,7,25,65,Ahn Yong Woo,52,58,67,31,32,79,74,66,70,67,12,67,14,56
7806,221601,20,19,27,67,21,48,70,61,29,48,14,32,22,60,25,77,24,24,63,21,19,Carlos Abad,15,16,16,18,27,46,42,24,27,15,64,67,66,22
7807,221587,30,60,54,9,69,83,15,57,62,63,35,74,47,57,56,57,57,63,16,24,72,Joe Lolley,55,63,59,37,45,85,66,61,56,61,10,67,14,64
7809,221539,17,72,34,13,61,68,11,72,77,67,19,54,68,62,36,45,75,63,12,23,66,Carrillo,59,71,69,23,13,67,57,57,55,59,14,67,12,45
7810,221503,36,60,52,16,69,65,12,65,60,79,44,75,55,64,62,49,68,67,14,25,67,Harry Shipp,64,62,60,33,39,75,79,69,65,66,13,67,13,74
7812,221370,65,55,55,7,68,81,10,77,55,74,66,63,51,65,64,61,61,65,9,24,62,Mohammed Al Buraik,43,50,65,62,55,79,78,66,61,70,10,67,9,58
7813,221358,59,37,77,13,68,65,6,59,53,71,66,70,60,63,71,53,65,54,7,20,59,Jordan Rossiter,39,50,59,66,61,66,71,73,52,46,11,67,9,48
7814,221354,67,23,60,11,56,55,15,72,37,65,74,43,65,64,53,73,42,40,7,21,44,Miloš Veljković,30,22,37,71,71,53,61,66,68,37,15,69,11,31
7815,221284,65,19,72,12,62,68,8,81,36,80,70,61,52,60,57,75,39,47,13,24,57,Jonathan Gradit,24,24,28,66,64,71,67,66,54,63,11,67,10,31
7816,221279,47,55,45,12,69,64,14,64,47,66,53,91,41,63,73,34,65,70,15,21,64,Liam Kelly,51,61,49,47,50,75,93,73,60,69,13,67,16,71
7820,220829,12,69,38,13,68,66,10,80,59,74,12,57,64,63,41,87,65,40,9,24,61,Ernesto Torregrossa,45,56,69,12,25,68,54,53,69,33,5,67,8,36
7821,220826,62,52,81,15,70,43,9,65,37,64,64,43,57,69,70,79,44,68,6,25,53,Larry Vásquez,38,61,55,60,65,48,54,68,47,37,9,67,15,32
7824,220651,64,44,49,13,66,79,13,44,55,74,67,74,43,59,59,49,66,59,6,20,66,Angeliño,42,59,70,66,57,79,80,65,55,70,13,67,13,65
7825,220600,59,42,69,7,71,75,15,74,53,74,66,79,46,68,62,39,71,65,11,23,57,Adam Lundqvist,64,57,48,62,65,78,77,67,67,65,10,67,10,71
7826,220558,57,50,60,10,71,54,16,71,59,75,62,67,40,67,67,57,65,63,12,23,64,Julian von Haacke,43,52,56,56,55,58,66,71,58,57,10,67,11,45
7827,220509,60,24,59,8,59,80,8,73,22,84,66,71,56,61,46,49,28,20,6,21,58,Lorenzo Venuti,34,25,36,67,59,78,75,60,59,63,8,67,12,45
7828,220302,56,41,69,16,54,72,6,87,31,70,66,64,69,63,48,86,53,43,8,22,52,Bubacarr Sanneh,43,33,51,59,67,65,59,52,65,36,14,67,15,27
7830,220191,69,22,67,11,52,52,9,61,32,57,77,28,65,52,29,90,61,28,13,23,39,Marcelo Djaló,25,19,28,66,58,41,32,32,37,24,15,67,12,30
7831,220127,12,66,67,6,70,69,10,69,65,69,16,59,70,65,29,79,66,46,14,26,62,João Silva,70,55,65,20,11,65,59,40,69,28,7,67,13,38
7833,220075,57,58,66,13,70,70,10,75,53,75,62,73,62,63,65,84,70,65,15,22,67,Mohamed Kanno,49,66,58,50,57,74,58,68,60,58,9,67,11,52
7834,220064,36,51,52,7,72,78,8,48,68,60,39,82,42,56,63,60,60,63,10,22,71,Clifford Aboagye,54,55,57,48,25,81,87,71,54,56,13,67,7,69
7840,219938,19,63,60,8,68,65,16,74,62,73,28,59,67,66,59,71,69,62,6,22,65,Lorenzo Rosseti,69,60,68,30,26,65,67,64,64,58,8,67,15,60
7841,219836,20,13,20,62,14,43,67,61,25,38,14,51,20,67,22,68,25,30,65,23,16,Rubén Yáñez,19,17,18,13,19,44,28,27,32,15,61,67,69,20
7842,219780,61,28,73,10,66,72,14,71,48,69,66,71,49,58,63,64,56,59,15,22,63,Claude Gonçalves,40,43,40,62,72,69,78,66,52,45,16,67,7,51
7843,219743,65,40,67,10,61,71,8,79,43,79,64,68,62,66,46,78,49,43,12,24,57,Sultan Al Duayyi,59,43,47,63,63,73,65,62,50,60,13,67,15,37
7844,219700,39,55,44,6,69,64,7,62,63,69,24,67,56,56,66,63,66,71,9,22,66,Patryk Lipski,45,70,62,26,39,71,71,72,67,59,8,68,8,58
7846,219604,21,64,34,11,64,87,14,75,71,72,15,83,63,72,48,73,61,53,12,27,77,Moussa Sao,61,59,67,13,19,90,59,49,55,53,7,67,11,53
7847,219555,56,53,50,7,66,83,9,83,33,68,57,82,27,63,70,56,51,69,11,27,68,Juan José Mezú,49,48,67,49,52,84,82,65,53,69,8,67,9,72
7849,219518,19,49,58,10,68,82,10,75,55,58,23,76,50,61,65,60,69,68,7,23,67,Pablo Becker,34,67,60,21,48,80,77,67,55,65,13,67,7,68
7850,219451,64,40,72,8,52,43,13,32,42,66,68,39,66,59,54,90,60,39,13,24,45,Nehuén Paz,29,46,49,70,66,52,33,55,55,35,10,67,7,48
7851,219216,29,59,39,13,65,79,13,61,65,68,29,81,33,59,63,61,64,65,12,23,70,Josh Windass,51,57,58,37,37,78,79,68,59,59,14,67,9,65
7856,218298,12,15,23,66,23,28,69,41,25,28,14,52,16,55,22,33,15,47,64,23,16,Saturnin Allagbé,19,19,15,17,22,31,32,25,24,13,66,67,70,21
