,Marking,Finishing,Aggression,GKPositioning,BallControl,SprintSpeed,GKDiving,Jumping,Penalties,Stamina,StandingTackle,Agility,HeadingAccuracy,Reactions,LongPassing,Strength,ShotPower,Vision,GKHandling,Age,Dribbling,Name,Volleys,LongShots,Positioning,SlidingTackle,Interceptions,Acceleration,Balance,ShortPassing,Composure,Crossing,GKKicking,Overall,GKReflexes,Curve,ID
5987,70.0,38.0,74.0,8.0,44.0,54.0,15.0,52.0,33.0,72.0,70.0,33.0,68.0,64.0,50.0,91.0,69.0,43.0,12.0,25,35.0,G. Valsvik,18.0,59.0,44.0,67.0,69.0,50.0,33.0,46.0,54.0,47.0,11.0,69,10.0,27.0,203363
5989,66.0,29.0,70.0,8.0,59.0,52.0,7.0,70.0,33.0,53.0,68.0,41.0,72.0,60.0,60.0,83.0,53.0,55.0,9.0,29,39.0,J. Hobbs,48.0,36.0,12.0,66.0,70.0,53.0,47.0,61.0,68.0,34.0,10.0,69,9.0,32.0,165219
5990,40.0,68.0,75.0,14.0,62.0,78.0,10.0,75.0,52.0,71.0,40.0,67.0,59.0,68.0,59.0,76.0,72.0,62.0,7.0,30,69.0,R. Gíslason,63.0,71.0,71.0,26.0,40.0,74.0,64.0,67.0,70.0,66.0,14.0,69,6.0,65.0,173667
5991,67.0,45.0,71.0,13.0,65.0,68.0,16.0,71.0,31.0,69.0,68.0,65.0,69.0,66.0,62.0,72.0,56.0,54.0,9.0,29,60.0,C. M'Bengue,22.0,26.0,49.0,69.0,68.0,69.0,67.0,66.0,65.0,69.0,13.0,69,8.0,53.0,183395
5992,65.0,45.0,69.0,12.0,69.0,62.0,15.0,70.0,61.0,70.0,70.0,70.0,58.0,68.0,64.0,68.0,60.0,69.0,14.0,28,67.0,I. Jiménez,43.0,59.0,68.0,70.0,69.0,68.0,73.0,68.0,70.0,67.0,11.0,69,9.0,65.0,186979
5994,63.0,62.0,85.0,9.0,68.0,78.0,6.0,70.0,64.0,82.0,68.0,55.0,57.0,67.0,67.0,79.0,73.0,66.0,6.0,29,70.0,S. Yatabaré,59.0,68.0,64.0,67.0,68.0,69.0,49.0,68.0,67.0,66.0,10.0,69,13.0,55.0,192611
5996,50.0,54.0,43.0,5.0,69.0,86.0,8.0,57.0,60.0,75.0,47.0,93.0,54.0,65.0,64.0,71.0,68.0,63.0,13.0,25,69.0,E. Jelenič,58.0,60.0,61.0,48.0,49.0,76.0,78.0,68.0,76.0,65.0,10.0,69,9.0,67.0,202084
5997,60.0,54.0,70.0,7.0,63.0,74.0,10.0,74.0,52.0,75.0,68.0,67.0,76.0,72.0,56.0,90.0,64.0,52.0,8.0,28,54.0,M. Abero,46.0,55.0,53.0,71.0,76.0,68.0,46.0,54.0,63.0,58.0,7.0,69,10.0,59.0,210532
5998,74.0,25.0,58.0,11.0,59.0,51.0,13.0,80.0,46.0,60.0,76.0,45.0,69.0,51.0,29.0,77.0,40.0,32.0,7.0,28,37.0,A. Teikeu,31.0,26.0,28.0,73.0,58.0,50.0,48.0,54.0,60.0,28.0,14.0,69,7.0,33.0,213348
5999,66.0,52.0,70.0,13.0,67.0,79.0,14.0,89.0,64.0,77.0,65.0,86.0,51.0,71.0,59.0,66.0,69.0,66.0,8.0,31,72.0,E. Castillo,53.0,62.0,69.0,65.0,66.0,82.0,74.0,68.0,59.0,66.0,6.0,69,10.0,65.0,171364
6000,61.0,36.0,68.0,15.0,68.0,79.0,11.0,84.0,39.0,67.0,68.0,79.0,54.0,65.0,56.0,50.0,56.0,55.0,10.0,19,71.0,M. Wagué,31.0,32.0,63.0,68.0,67.0,84.0,85.0,62.0,66.0,69.0,12.0,69,15.0,32.0,237156
6001,8.0,12.0,26.0,67.0,20.0,40.0,69.0,75.0,21.0,26.0,12.0,53.0,14.0,66.0,24.0,62.0,20.0,28.0,68.0,34,14.0,P. Klandt,10.0,15.0,7.0,11.0,9.0,42.0,44.0,27.0,44.0,12.0,64.0,69,70.0,15.0,177508
6003,63.0,51.0,69.0,11.0,70.0,70.0,10.0,63.0,46.0,64.0,72.0,71.0,49.0,65.0,70.0,56.0,80.0,54.0,13.0,26,66.0,Luís Martins,59.0,67.0,58.0,71.0,70.0,70.0,74.0,71.0,61.0,73.0,12.0,69,10.0,72.0,205669
6005,70.0,26.0,56.0,14.0,65.0,65.0,7.0,91.0,43.0,77.0,76.0,65.0,57.0,74.0,35.0,68.0,40.0,34.0,14.0,25,57.0,L. Diarte,28.0,23.0,47.0,82.0,61.0,59.0,68.0,62.0,65.0,53.0,7.0,69,15.0,31.0,223335
6006,71.0,22.0,63.0,8.0,48.0,44.0,15.0,73.0,37.0,73.0,67.0,31.0,72.0,58.0,58.0,90.0,43.0,27.0,6.0,33,37.0,G. Bojanich,30.0,24.0,28.0,61.0,72.0,42.0,33.0,61.0,68.0,34.0,12.0,69,6.0,26.0,226407
6007,26.0,69.0,31.0,6.0,68.0,92.0,7.0,65.0,62.0,69.0,22.0,86.0,64.0,65.0,57.0,72.0,67.0,57.0,7.0,21,69.0,B. Mansilla,51.0,63.0,62.0,22.0,14.0,90.0,78.0,65.0,55.0,55.0,13.0,69,9.0,54.0,228711
6008,51.0,62.0,38.0,5.0,71.0,60.0,9.0,41.0,57.0,59.0,49.0,74.0,37.0,68.0,69.0,31.0,48.0,72.0,10.0,20,77.0,Fran Villalba,51.0,66.0,64.0,39.0,52.0,65.0,90.0,72.0,59.0,66.0,14.0,69,14.0,74.0,229991
6009,72.0,40.0,80.0,10.0,63.0,57.0,6.0,83.0,38.0,72.0,74.0,53.0,63.0,65.0,55.0,66.0,32.0,57.0,7.0,31,60.0,L. Peltier,28.0,39.0,56.0,73.0,73.0,65.0,70.0,62.0,63.0,60.0,13.0,69,15.0,49.0,169575
6010,16.0,12.0,23.0,67.0,14.0,44.0,68.0,66.0,18.0,37.0,15.0,38.0,13.0,70.0,14.0,64.0,15.0,22.0,70.0,31,13.0,M. Knaller,14.0,15.0,12.0,13.0,22.0,41.0,26.0,13.0,53.0,13.0,49.0,69,72.0,14.0,173415
6011,68.0,46.0,78.0,8.0,66.0,37.0,15.0,83.0,55.0,57.0,69.0,45.0,59.0,71.0,65.0,72.0,66.0,65.0,10.0,29,60.0,Baena,47.0,60.0,53.0,68.0,71.0,44.0,64.0,70.0,68.0,59.0,13.0,69,14.0,61.0,195687
6012,65.0,30.0,67.0,11.0,62.0,67.0,12.0,80.0,41.0,71.0,67.0,64.0,62.0,67.0,66.0,75.0,47.0,50.0,9.0,28,58.0,P. Ziegler,28.0,25.0,33.0,66.0,70.0,64.0,58.0,67.0,64.0,28.0,8.0,69,16.0,31.0,210280
6013,68.0,31.0,77.0,11.0,60.0,51.0,16.0,61.0,21.0,65.0,68.0,44.0,71.0,64.0,55.0,81.0,62.0,50.0,7.0,27,33.0,S. Wangberg,44.0,37.0,47.0,65.0,64.0,54.0,46.0,56.0,62.0,43.0,16.0,69,9.0,34.0,189544
6014,56.0,61.0,45.0,7.0,71.0,65.0,6.0,65.0,44.0,75.0,46.0,72.0,46.0,63.0,68.0,64.0,65.0,69.0,8.0,25,70.0,N. Thomsen,40.0,60.0,66.0,44.0,52.0,68.0,68.0,72.0,66.0,66.0,12.0,69,11.0,61.0,205929
6015,12.0,11.0,37.0,77.0,29.0,43.0,64.0,45.0,46.0,32.0,13.0,36.0,11.0,66.0,43.0,64.0,28.0,47.0,72.0,37,14.0,D. Boer,14.0,16.0,14.0,12.0,23.0,31.0,41.0,46.0,55.0,15.0,52.0,69,64.0,12.0,9833
6016,33.0,57.0,50.0,8.0,70.0,73.0,7.0,53.0,58.0,62.0,27.0,81.0,37.0,68.0,65.0,62.0,66.0,73.0,8.0,25,69.0,D. Hernández,63.0,57.0,68.0,25.0,32.0,74.0,75.0,69.0,67.0,68.0,7.0,69,12.0,59.0,220522
6019,43.0,66.0,63.0,9.0,69.0,67.0,13.0,66.0,66.0,73.0,65.0,66.0,49.0,63.0,71.0,64.0,70.0,69.0,6.0,24,66.0,E. Huws,52.0,65.0,60.0,60.0,64.0,67.0,58.0,72.0,71.0,64.0,6.0,69,6.0,60.0,205163
6022,67.0,31.0,78.0,12.0,67.0,66.0,15.0,74.0,34.0,77.0,65.0,69.0,68.0,67.0,64.0,80.0,71.0,58.0,9.0,28,69.0,W. Bakhashwain,26.0,55.0,57.0,67.0,71.0,63.0,63.0,68.0,73.0,48.0,11.0,69,8.0,45.0,210028
6023,52.0,53.0,80.0,9.0,72.0,83.0,13.0,68.0,42.0,80.0,38.0,84.0,34.0,63.0,45.0,64.0,63.0,66.0,8.0,23,77.0,H. Aiesh,49.0,50.0,55.0,32.0,48.0,93.0,80.0,62.0,61.0,64.0,13.0,69,9.0,53.0,213612
6024,25.0,73.0,64.0,12.0,70.0,70.0,15.0,69.0,66.0,75.0,16.0,70.0,57.0,66.0,57.0,66.0,70.0,47.0,11.0,23,68.0,S. Prevljak,70.0,66.0,70.0,12.0,16.0,75.0,65.0,63.0,56.0,62.0,11.0,69,11.0,48.0,223596
6025,68.0,41.0,68.0,8.0,67.0,73.0,12.0,82.0,63.0,82.0,66.0,74.0,62.0,65.0,61.0,65.0,67.0,54.0,16.0,30,67.0,A. Aldrete,40.0,58.0,63.0,69.0,65.0,73.0,64.0,66.0,66.0,65.0,15.0,69,8.0,70.0,167532
6026,64.0,36.0,79.0,8.0,64.0,72.0,10.0,74.0,63.0,75.0,69.0,72.0,65.0,65.0,63.0,77.0,68.0,62.0,13.0,25,63.0,L. De Bock,37.0,43.0,60.0,70.0,65.0,67.0,73.0,61.0,67.0,70.0,12.0,69,12.0,72.0,190572
6028,63.0,41.0,74.0,12.0,65.0,80.0,6.0,88.0,44.0,77.0,66.0,91.0,56.0,65.0,64.0,46.0,50.0,62.0,14.0,31,66.0,L. Ceballos,42.0,44.0,53.0,64.0,65.0,77.0,91.0,67.0,54.0,71.0,8.0,69,11.0,53.0,215149
6030,70.0,42.0,64.0,8.0,62.0,59.0,9.0,76.0,48.0,72.0,73.0,69.0,70.0,60.0,66.0,71.0,56.0,50.0,13.0,30,60.0,Alson Botelho,32.0,51.0,42.0,75.0,74.0,67.0,67.0,71.0,64.0,36.0,7.0,69,12.0,32.0,230253
6034,48.0,69.0,66.0,16.0,68.0,68.0,7.0,83.0,70.0,67.0,36.0,66.0,73.0,64.0,38.0,77.0,68.0,50.0,14.0,26,61.0,L. Moult,72.0,66.0,68.0,28.0,24.0,65.0,64.0,63.0,70.0,30.0,10.0,69,13.0,60.0,194925
6037,66.0,27.0,75.0,11.0,55.0,75.0,13.0,69.0,53.0,64.0,65.0,47.0,67.0,63.0,58.0,89.0,40.0,48.0,14.0,31,53.0,N. Onuoha,53.0,30.0,39.0,67.0,68.0,71.0,49.0,54.0,60.0,57.0,7.0,69,13.0,46.0,164462
6042,64.0,60.0,58.0,14.0,68.0,85.0,10.0,60.0,49.0,73.0,68.0,74.0,62.0,65.0,55.0,63.0,49.0,43.0,5.0,22,66.0,L. Klünter,25.0,25.0,44.0,63.0,66.0,86.0,64.0,66.0,59.0,65.0,12.0,69,6.0,38.0,229487
6043,68.0,41.0,75.0,10.0,65.0,77.0,15.0,67.0,31.0,82.0,70.0,74.0,49.0,66.0,59.0,77.0,61.0,52.0,16.0,26,65.0,A. Farrell,52.0,51.0,59.0,68.0,66.0,79.0,71.0,62.0,60.0,59.0,12.0,69,15.0,55.0,212592
6048,22.0,63.0,59.0,11.0,66.0,90.0,14.0,55.0,64.0,66.0,50.0,84.0,45.0,61.0,43.0,58.0,78.0,63.0,10.0,27,74.0,D. Accam,62.0,64.0,64.0,46.0,47.0,90.0,76.0,62.0,65.0,64.0,15.0,69,10.0,72.0,210801
6049,44.0,71.0,59.0,12.0,70.0,75.0,13.0,74.0,54.0,71.0,56.0,82.0,47.0,65.0,61.0,63.0,70.0,66.0,11.0,25,72.0,Pablo Valcarce,34.0,67.0,68.0,49.0,53.0,74.0,79.0,63.0,59.0,65.0,13.0,69,9.0,62.0,211057
6053,70.0,40.0,78.0,10.0,65.0,68.0,16.0,71.0,59.0,79.0,69.0,67.0,53.0,65.0,62.0,75.0,71.0,58.0,13.0,31,57.0,B. Nehrig,57.0,59.0,48.0,68.0,68.0,67.0,74.0,68.0,70.0,62.0,9.0,69,11.0,68.0,177521
6054,39.0,70.0,75.0,9.0,67.0,72.0,11.0,74.0,68.0,68.0,35.0,69.0,69.0,69.0,46.0,62.0,68.0,62.0,15.0,30,68.0,F. Campbell,66.0,61.0,69.0,28.0,22.0,77.0,79.0,62.0,68.0,64.0,9.0,69,16.0,46.0,169586
6055,44.0,66.0,70.0,10.0,68.0,65.0,7.0,72.0,67.0,63.0,15.0,63.0,73.0,60.0,61.0,82.0,79.0,59.0,12.0,32,66.0,M. Yatabaré,60.0,69.0,67.0,12.0,21.0,65.0,50.0,65.0,60.0,65.0,16.0,69,10.0,52.0,188274
6056,55.0,64.0,83.0,14.0,67.0,80.0,8.0,76.0,60.0,78.0,72.0,78.0,54.0,65.0,64.0,55.0,69.0,65.0,6.0,28,67.0,E. Lenjani,61.0,64.0,67.0,66.0,62.0,81.0,68.0,68.0,59.0,75.0,10.0,69,16.0,66.0,199283
6058,48.0,62.0,61.0,13.0,69.0,45.0,15.0,59.0,60.0,65.0,63.0,68.0,38.0,65.0,69.0,66.0,56.0,73.0,10.0,31,67.0,Y. Takahagi,64.0,63.0,72.0,52.0,65.0,43.0,68.0,71.0,67.0,55.0,16.0,69,15.0,63.0,227443
6059,34.0,63.0,35.0,10.0,69.0,80.0,8.0,33.0,64.0,61.0,33.0,80.0,23.0,58.0,58.0,32.0,53.0,65.0,8.0,19,76.0,D. Arzani,51.0,57.0,62.0,35.0,23.0,79.0,62.0,64.0,65.0,65.0,14.0,69,14.0,66.0,234867
6062,25.0,70.0,56.0,7.0,70.0,66.0,9.0,66.0,69.0,59.0,23.0,70.0,67.0,69.0,39.0,69.0,65.0,52.0,11.0,22,70.0,G. Puşcaş,68.0,55.0,74.0,20.0,21.0,69.0,71.0,53.0,71.0,40.0,11.0,69,10.0,62.0,225652
6064,36.0,66.0,52.0,12.0,70.0,71.0,11.0,70.0,52.0,67.0,52.0,77.0,58.0,64.0,68.0,51.0,64.0,66.0,6.0,21,72.0,V. Marcel,59.0,54.0,66.0,49.0,58.0,71.0,69.0,74.0,62.0,69.0,14.0,69,7.0,59.0,235381
6065,68.0,34.0,74.0,11.0,64.0,77.0,16.0,80.0,69.0,70.0,68.0,62.0,65.0,70.0,63.0,82.0,71.0,57.0,14.0,32,61.0,I. Pillud,53.0,55.0,55.0,70.0,65.0,74.0,61.0,65.0,67.0,65.0,7.0,69,7.0,69.0,193141
6066,66.0,53.0,79.0,14.0,66.0,68.0,7.0,65.0,58.0,67.0,70.0,73.0,58.0,68.0,64.0,66.0,66.0,64.0,7.0,27,69.0,B. Dja Djédjé,31.0,50.0,65.0,69.0,66.0,73.0,83.0,70.0,65.0,69.0,14.0,69,8.0,50.0,199286
6067,52.0,54.0,70.0,12.0,76.0,53.0,6.0,57.0,45.0,55.0,49.0,63.0,60.0,69.0,69.0,63.0,75.0,68.0,14.0,24,72.0,M. Bakić,49.0,73.0,68.0,49.0,50.0,64.0,61.0,73.0,69.0,69.0,7.0,69,12.0,61.0,211574
6068,27.0,68.0,49.0,14.0,66.0,74.0,11.0,74.0,66.0,73.0,22.0,68.0,63.0,65.0,29.0,84.0,69.0,43.0,7.0,26,67.0,P. Sané,60.0,63.0,71.0,20.0,22.0,71.0,51.0,60.0,61.0,42.0,16.0,69,6.0,59.0,213110
6069,75.0,32.0,56.0,9.0,51.0,66.0,8.0,68.0,41.0,67.0,71.0,49.0,67.0,58.0,59.0,77.0,44.0,37.0,12.0,20,34.0,J. Clarke-Salter,30.0,25.0,28.0,69.0,69.0,64.0,45.0,65.0,58.0,36.0,11.0,69,6.0,33.0,230774
6070,12.0,18.0,22.0,69.0,17.0,38.0,73.0,59.0,15.0,32.0,19.0,43.0,16.0,51.0,24.0,58.0,22.0,34.0,63.0,21,15.0,I. Radu,16.0,17.0,9.0,15.0,14.0,38.0,40.0,24.0,56.0,13.0,69.0,69,74.0,16.0,234102
6071,65.0,56.0,72.0,15.0,74.0,49.0,15.0,68.0,63.0,52.0,70.0,53.0,65.0,68.0,76.0,75.0,83.0,67.0,7.0,30,61.0,D. Gibson,66.0,73.0,57.0,68.0,66.0,42.0,61.0,73.0,80.0,72.0,12.0,69,6.0,61.0,169590
6072,69.0,45.0,77.0,16.0,66.0,42.0,12.0,60.0,57.0,69.0,70.0,62.0,64.0,68.0,67.0,72.0,65.0,62.0,8.0,33,65.0,H. Özmert,40.0,68.0,52.0,67.0,65.0,49.0,71.0,70.0,65.0,65.0,10.0,69,13.0,61.0,177782
6073,67.0,40.0,67.0,12.0,57.0,73.0,8.0,73.0,64.0,81.0,68.0,66.0,64.0,59.0,63.0,82.0,66.0,45.0,11.0,25,37.0,L. Spendlhofer,45.0,59.0,36.0,65.0,72.0,71.0,50.0,64.0,63.0,50.0,13.0,69,14.0,63.0,208247
6075,68.0,59.0,69.0,14.0,70.0,57.0,12.0,59.0,74.0,44.0,73.0,74.0,70.0,61.0,72.0,66.0,83.0,72.0,16.0,33,65.0,A. Costa,65.0,72.0,61.0,66.0,63.0,60.0,72.0,73.0,73.0,68.0,7.0,69,7.0,74.0,188791
6078,45.0,64.0,61.0,10.0,71.0,73.0,7.0,73.0,67.0,80.0,20.0,73.0,62.0,65.0,54.0,66.0,67.0,69.0,12.0,23,69.0,M. Tanković,58.0,63.0,70.0,24.0,31.0,77.0,75.0,65.0,67.0,58.0,9.0,69,11.0,65.0,209529
6079,66.0,53.0,73.0,16.0,67.0,32.0,7.0,41.0,68.0,74.0,72.0,62.0,65.0,72.0,63.0,73.0,70.0,58.0,11.0,33,58.0,R. Lindgren,69.0,74.0,52.0,69.0,70.0,48.0,71.0,66.0,69.0,65.0,7.0,69,8.0,68.0,157305
6082,49.0,65.0,71.0,8.0,65.0,87.0,14.0,84.0,65.0,77.0,28.0,85.0,60.0,67.0,46.0,70.0,67.0,64.0,10.0,27,66.0,M. Kucharczyk,60.0,56.0,68.0,32.0,48.0,87.0,76.0,65.0,73.0,66.0,11.0,69,16.0,55.0,201083
6083,21.0,68.0,28.0,8.0,64.0,52.0,7.0,65.0,64.0,69.0,20.0,40.0,81.0,70.0,44.0,92.0,70.0,65.0,11.0,31,60.0,M. Havenaar,62.0,56.0,73.0,19.0,15.0,46.0,30.0,56.0,74.0,38.0,13.0,69,8.0,43.0,207739
6084,29.0,58.0,55.0,8.0,74.0,73.0,7.0,50.0,66.0,51.0,49.0,73.0,61.0,63.0,65.0,76.0,74.0,68.0,10.0,23,74.0,F. Bahlouli,54.0,51.0,66.0,44.0,49.0,69.0,68.0,69.0,67.0,62.0,11.0,69,8.0,60.0,214907
6086,63.0,36.0,90.0,14.0,57.0,67.0,10.0,86.0,38.0,79.0,69.0,69.0,75.0,58.0,62.0,73.0,68.0,41.0,7.0,34,38.0,Servando,50.0,35.0,48.0,65.0,60.0,67.0,54.0,66.0,62.0,54.0,11.0,69,8.0,43.0,172411
6087,20.0,68.0,54.0,13.0,68.0,75.0,11.0,67.0,55.0,69.0,23.0,67.0,72.0,63.0,49.0,76.0,77.0,62.0,10.0,24,68.0,Lucas João,60.0,64.0,63.0,20.0,22.0,65.0,46.0,54.0,61.0,45.0,13.0,69,10.0,52.0,210556
6092,39.0,66.0,56.0,8.0,72.0,64.0,16.0,69.0,64.0,53.0,40.0,69.0,52.0,67.0,68.0,61.0,73.0,68.0,14.0,31,69.0,J. Legear,67.0,71.0,72.0,42.0,44.0,70.0,72.0,69.0,73.0,71.0,13.0,69,13.0,74.0,156542
6093,27.0,65.0,75.0,16.0,66.0,82.0,12.0,51.0,63.0,71.0,27.0,72.0,66.0,68.0,47.0,82.0,76.0,52.0,12.0,26,62.0,Crislan,70.0,66.0,66.0,20.0,23.0,75.0,58.0,59.0,66.0,67.0,16.0,69,9.0,49.0,224126
6095,66.0,39.0,78.0,14.0,67.0,64.0,15.0,69.0,48.0,76.0,66.0,63.0,63.0,68.0,65.0,78.0,64.0,64.0,7.0,21,60.0,M. Christiansen,39.0,50.0,53.0,64.0,69.0,55.0,64.0,66.0,63.0,64.0,11.0,69,9.0,64.0,226686
6096,69.0,44.0,87.0,10.0,63.0,73.0,14.0,58.0,62.0,80.0,68.0,66.0,57.0,63.0,60.0,64.0,46.0,52.0,6.0,27,60.0,D. Sundgren,38.0,48.0,63.0,67.0,66.0,71.0,68.0,66.0,65.0,64.0,7.0,69,10.0,54.0,232062
6097,47.0,48.0,83.0,10.0,62.0,71.0,13.0,71.0,49.0,71.0,76.0,69.0,71.0,61.0,60.0,82.0,52.0,55.0,11.0,28,68.0,A. Parot,40.0,59.0,59.0,77.0,71.0,67.0,56.0,66.0,66.0,65.0,8.0,69,12.0,59.0,214911
6099,64.0,52.0,71.0,11.0,69.0,68.0,10.0,73.0,65.0,75.0,67.0,73.0,57.0,66.0,68.0,68.0,74.0,66.0,7.0,23,71.0,C. Charisis,71.0,73.0,63.0,59.0,67.0,75.0,77.0,69.0,63.0,69.0,12.0,69,9.0,70.0,229247
6104,62.0,39.0,58.0,11.0,63.0,73.0,7.0,63.0,41.0,64.0,71.0,61.0,68.0,64.0,63.0,74.0,43.0,43.0,10.0,25,58.0,Ilori,28.0,34.0,32.0,72.0,73.0,71.0,53.0,64.0,67.0,35.0,7.0,69,15.0,31.0,205185
6105,63.0,55.0,71.0,13.0,66.0,77.0,15.0,71.0,60.0,90.0,62.0,74.0,57.0,66.0,64.0,62.0,78.0,62.0,12.0,26,62.0,M. Zeffane,57.0,63.0,59.0,65.0,68.0,69.0,79.0,69.0,61.0,70.0,9.0,69,10.0,58.0,207745
6108,51.0,64.0,56.0,7.0,67.0,71.0,9.0,59.0,68.0,84.0,48.0,81.0,49.0,70.0,61.0,59.0,64.0,69.0,15.0,29,69.0,H. Yamada,64.0,63.0,64.0,46.0,58.0,73.0,85.0,68.0,64.0,66.0,9.0,69,16.0,63.0,224385
6109,24.0,68.0,68.0,10.0,75.0,65.0,17.0,55.0,51.0,65.0,21.0,51.0,59.0,62.0,69.0,68.0,65.0,75.0,16.0,26,53.0,Antonaldo Laforte,52.0,63.0,74.0,24.0,22.0,63.0,64.0,75.0,65.0,52.0,13.0,69,19.0,58.0,230273
6111,19.0,66.0,57.0,10.0,62.0,72.0,9.0,82.0,73.0,61.0,34.0,77.0,72.0,63.0,52.0,60.0,72.0,59.0,10.0,28,66.0,E. Rivière,74.0,64.0,73.0,30.0,24.0,73.0,65.0,61.0,63.0,55.0,16.0,69,16.0,57.0,188289
6115,20.0,69.0,60.0,14.0,68.0,84.0,14.0,83.0,67.0,90.0,14.0,80.0,48.0,66.0,58.0,53.0,70.0,64.0,12.0,25,69.0,A. Ajagun,68.0,71.0,68.0,18.0,17.0,82.0,93.0,65.0,60.0,50.0,11.0,69,12.0,42.0,220035
6116,31.0,68.0,79.0,14.0,66.0,56.0,11.0,82.0,66.0,71.0,23.0,54.0,75.0,68.0,39.0,84.0,71.0,63.0,7.0,27,59.0,G. Madine,67.0,63.0,73.0,19.0,33.0,48.0,52.0,58.0,65.0,42.0,12.0,69,10.0,42.0,184707
6118,70.0,33.0,75.0,16.0,57.0,47.0,9.0,74.0,37.0,66.0,68.0,57.0,68.0,66.0,53.0,77.0,50.0,36.0,10.0,30,38.0,R. Stearman,30.0,43.0,28.0,67.0,67.0,50.0,50.0,63.0,50.0,34.0,11.0,69,6.0,32.0,155524
6119,69.0,44.0,68.0,7.0,66.0,75.0,12.0,67.0,43.0,77.0,69.0,67.0,58.0,61.0,57.0,70.0,46.0,38.0,12.0,21,66.0,H. ter Avest,33.0,31.0,39.0,72.0,59.0,74.0,63.0,65.0,67.0,66.0,9.0,69,9.0,36.0,226436
6121,64.0,53.0,69.0,14.0,68.0,72.0,12.0,74.0,45.0,80.0,70.0,79.0,51.0,70.0,69.0,59.0,61.0,65.0,12.0,29,69.0,V. Anita,43.0,53.0,62.0,66.0,70.0,75.0,79.0,73.0,75.0,55.0,10.0,69,15.0,53.0,183940
6122,33.0,66.0,70.0,14.0,73.0,73.0,10.0,34.0,64.0,59.0,17.0,81.0,37.0,63.0,57.0,59.0,64.0,66.0,13.0,27,77.0,C. McManaman,55.0,57.0,66.0,14.0,29.0,76.0,76.0,66.0,67.0,61.0,15.0,69,10.0,51.0,190852
6123,68.0,49.0,65.0,9.0,70.0,51.0,13.0,60.0,49.0,64.0,65.0,59.0,60.0,71.0,70.0,73.0,66.0,63.0,7.0,25,66.0,Oriol Rosell,53.0,64.0,54.0,64.0,68.0,50.0,57.0,72.0,69.0,61.0,13.0,69,12.0,64.0,204677
6124,23.0,58.0,30.0,8.0,67.0,85.0,12.0,64.0,68.0,70.0,35.0,83.0,45.0,68.0,50.0,59.0,50.0,67.0,16.0,34,75.0,Paulo Daineiro,70.0,46.0,72.0,26.0,40.0,86.0,87.0,67.0,73.0,64.0,9.0,69,9.0,68.0,236165
6125,62.0,59.0,75.0,10.0,64.0,59.0,6.0,90.0,58.0,85.0,66.0,69.0,71.0,69.0,66.0,78.0,65.0,66.0,12.0,32,60.0,R. Vincelot,48.0,59.0,66.0,64.0,64.0,60.0,69.0,65.0,65.0,56.0,10.0,69,15.0,43.0,177285
6128,57.0,58.0,45.0,7.0,71.0,84.0,16.0,79.0,50.0,64.0,52.0,88.0,42.0,65.0,59.0,60.0,73.0,63.0,7.0,26,68.0,Y. de Lanlay,56.0,65.0,67.0,50.0,49.0,85.0,79.0,66.0,68.0,64.0,13.0,69,12.0,64.0,198024
6129,62.0,59.0,60.0,8.0,67.0,78.0,9.0,55.0,63.0,82.0,68.0,77.0,62.0,59.0,63.0,63.0,66.0,57.0,10.0,24,73.0,J. Gómez,58.0,50.0,48.0,64.0,63.0,78.0,77.0,66.0,50.0,68.0,10.0,69,12.0,54.0,212104
6130,70.0,25.0,69.0,15.0,57.0,68.0,10.0,81.0,31.0,58.0,71.0,67.0,69.0,57.0,48.0,74.0,61.0,34.0,9.0,24,49.0,I. Lichnovsky,26.0,23.0,40.0,72.0,63.0,71.0,71.0,56.0,52.0,38.0,12.0,69,15.0,26.0,214408
6132,12.0,18.0,33.0,66.0,21.0,22.0,72.0,58.0,16.0,44.0,15.0,50.0,15.0,65.0,23.0,59.0,21.0,43.0,65.0,32,17.0,J. MacDonald,13.0,14.0,13.0,16.0,25.0,23.0,37.0,32.0,49.0,21.0,65.0,69,72.0,21.0,170632
6133,63.0,65.0,47.0,11.0,73.0,59.0,8.0,50.0,71.0,78.0,68.0,72.0,52.0,65.0,64.0,62.0,72.0,71.0,7.0,32,70.0,G. Boyd,68.0,70.0,67.0,59.0,62.0,62.0,67.0,67.0,67.0,68.0,13.0,69,15.0,69.0,179592
6134,66.0,40.0,85.0,9.0,61.0,67.0,13.0,73.0,52.0,80.0,73.0,70.0,57.0,69.0,53.0,66.0,61.0,36.0,14.0,29,65.0,E. Lichaj,48.0,42.0,48.0,70.0,67.0,73.0,79.0,64.0,50.0,60.0,6.0,69,12.0,48.0,184456
6136,69.0,41.0,71.0,11.0,68.0,73.0,12.0,63.0,49.0,64.0,73.0,60.0,62.0,69.0,64.0,69.0,72.0,62.0,15.0,26,67.0,C. Jenkinson,60.0,41.0,67.0,72.0,66.0,58.0,66.0,66.0,62.0,71.0,15.0,69,12.0,60.0,200841
6140,63.0,48.0,71.0,12.0,59.0,82.0,8.0,74.0,43.0,91.0,67.0,79.0,52.0,67.0,59.0,66.0,65.0,55.0,9.0,30,64.0,F. Renzetti,48.0,50.0,52.0,63.0,65.0,77.0,81.0,64.0,66.0,72.0,5.0,69,10.0,71.0,189065
